! COPPER MOUNTAIN TECHNOLOGIES, R140, 00130614, 23.3.1/3.0
! Date: 10/16/2024 12:43:16 AM
! Stimulus(Hz)     S11(Real)        S11(Imag)        
5.00000000E+08,  8.54068539E-01, -4.13497518E-02
5.12000000E+08,  8.37378346E-01, -1.70766888E-01
5.24000000E+08,  8.01541087E-01, -2.95938113E-01
5.36000000E+08,  7.47291167E-01, -4.14797954E-01
5.48000000E+08,  6.75585299E-01, -5.23904626E-01
5.60000000E+08,  5.86505272E-01, -6.21504867E-01
5.72000000E+08,  4.85686728E-01, -7.02175700E-01
5.84000000E+08,  3.72578562E-01, -7.67188519E-01
5.96000000E+08,  2.51478323E-01, -8.13961579E-01
6.08000000E+08,  1.24830108E-01, -8.41981820E-01
6.20000000E+08, -3.84360770E-03, -8.50341932E-01
6.32000000E+08, -1.31871678E-01, -8.39492067E-01
6.44000000E+08, -2.58207761E-01, -8.08074810E-01
6.56000000E+08, -3.75121327E-01, -7.59553046E-01
6.68000000E+08, -4.83281660E-01, -6.95473221E-01
6.80000000E+08, -5.80851357E-01, -6.13794571E-01
6.92000000E+08, -6.64782977E-01, -5.19643575E-01
7.04000000E+08, -7.33231540E-01, -4.13618044E-01
7.16000000E+08, -7.85579659E-01, -3.00538048E-01
7.28000000E+08, -8.20313791E-01, -1.79358212E-01
7.40000000E+08, -8.37062192E-01, -5.60880477E-02
7.52000000E+08, -8.35218674E-01,  6.82940024E-02
7.64000000E+08, -8.14863492E-01,  1.91221693E-01
7.76000000E+08, -7.76668209E-01,  3.09837000E-01
7.88000000E+08, -7.22595295E-01,  4.21955794E-01
8.00000000E+08, -6.51283283E-01,  5.24506256E-01
8.12000000E+08, -5.65530611E-01,  6.14588826E-01
8.24000000E+08, -4.68140187E-01,  6.90763040E-01
8.36000000E+08, -3.60878167E-01,  7.51689080E-01
8.48000000E+08, -2.43017097E-01,  7.98448328E-01
8.60000000E+08, -1.20615402E-01,  8.25897582E-01
8.72000000E+08,  4.78659826E-03,  8.32948422E-01
8.84000000E+08,  1.28981107E-01,  8.22985982E-01
8.96000000E+08,  2.51907267E-01,  7.94489248E-01
9.08000000E+08,  3.68150830E-01,  7.45570412E-01
9.20000000E+08,  4.78048037E-01,  6.82224232E-01
9.32000000E+08,  5.76115351E-01,  6.01913542E-01
9.44000000E+08,  6.60085825E-01,  5.06738706E-01
9.56000000E+08,  7.30009701E-01,  4.00913537E-01
9.68000000E+08,  7.81500431E-01,  2.85280172E-01
9.80000000E+08,  8.15045873E-01,  1.63254435E-01
9.92000000E+08,  8.30381586E-01,  3.68338651E-02
1.00400000E+09,  8.26428225E-01, -9.08969746E-02
1.01600000E+09,  8.03193934E-01, -2.14622364E-01
1.02800000E+09,  7.60650709E-01, -3.35490410E-01
1.04000000E+09,  7.00052392E-01, -4.46176954E-01
1.05200000E+09,  6.24243916E-01, -5.47291898E-01
1.06400000E+09,  5.33037052E-01, -6.35284970E-01
1.07600000E+09,  4.31056588E-01, -7.08843111E-01
1.08800000E+09,  3.17343569E-01, -7.66330624E-01
1.10000000E+09,  1.96403722E-01, -8.05070557E-01
1.11200000E+09,  7.30164433E-02, -8.24992592E-01
1.12400000E+09, -5.17482305E-02, -8.27035094E-01
1.13600000E+09, -1.75529426E-01, -8.07675753E-01
1.14800000E+09, -2.94864725E-01, -7.72014119E-01
1.16000000E+09, -4.07248782E-01, -7.18908884E-01
1.17200000E+09, -5.10070815E-01, -6.48415160E-01
1.18400000E+09, -6.00635858E-01, -5.64296563E-01
1.19600000E+09, -6.75725477E-01, -4.67938834E-01
1.20800000E+09, -7.39775567E-01, -3.61166893E-01
1.22000000E+09, -7.82809212E-01, -2.47992245E-01
1.23200000E+09, -8.09321167E-01, -1.29199657E-01
1.24400000E+09, -8.18797652E-01, -7.19870993E-03
1.25600000E+09, -8.10008537E-01,  1.14595422E-01
1.26800000E+09, -7.82581520E-01,  2.33882618E-01
1.28000000E+09, -7.38910846E-01,  3.45260607E-01
1.29200000E+09, -6.79225973E-01,  4.51997311E-01
1.30400000E+09, -6.03351186E-01,  5.47001624E-01
1.31600000E+09, -5.14622939E-01,  6.30037965E-01
1.32800000E+09, -4.14267376E-01,  6.98413865E-01
1.34000000E+09, -3.07728709E-01,  7.52169916E-01
1.35200000E+09, -1.88705433E-01,  7.89484940E-01
1.36400000E+09, -6.83566394E-02,  8.09403685E-01
1.37600000E+09,  5.28832983E-02,  8.11151157E-01
1.38800000E+09,  1.72659051E-01,  7.93068744E-01
1.40000000E+09,  2.90496175E-01,  7.58319920E-01
1.41200000E+09,  4.00115687E-01,  7.05542373E-01
1.42400000E+09,  5.02494920E-01,  6.37481522E-01
1.43600000E+09,  5.92224636E-01,  5.54007412E-01
1.44800000E+09,  6.68515612E-01,  4.57877509E-01
1.46000000E+09,  7.30069880E-01,  3.51844392E-01
1.47200000E+09,  7.75831638E-01,  2.36718066E-01
1.48400000E+09,  8.02400537E-01,  1.17067777E-01
1.49600000E+09,  8.10710163E-01, -6.51296738E-03
1.50800000E+09,  8.01101794E-01, -1.29740174E-01
1.52000000E+09,  7.71762540E-01, -2.50178485E-01
1.53200000E+09,  7.25269551E-01, -3.63157182E-01
1.54400000E+09,  6.62115919E-01, -4.70092988E-01
1.55600000E+09,  5.82148343E-01, -5.66968339E-01
1.56800000E+09,  4.89322003E-01, -6.46172976E-01
1.58000000E+09,  3.85480059E-01, -7.13185848E-01
1.59200000E+09,  2.73041440E-01, -7.62824808E-01
1.60400000E+09,  1.54217151E-01, -7.94962995E-01
1.61600000E+09,  3.26776464E-02, -8.07123485E-01
1.62800000E+09, -8.91812424E-02, -8.02254733E-01
1.64000000E+09, -2.08266143E-01, -7.78903790E-01
1.65200000E+09, -3.21819652E-01, -7.37259121E-01
1.66400000E+09, -4.26924546E-01, -6.80089747E-01
1.67600000E+09, -5.22240990E-01, -6.07128813E-01
1.68800000E+09, -6.05398689E-01, -5.21763540E-01
1.70000000E+09, -6.75204068E-01, -4.25900445E-01
1.71200000E+09, -7.29625446E-01, -3.20564116E-01
